〇	〔{〇}aa〕
㠭	〔工工gg〕
㠮	〔工普gp〕
㠯	〔.aa〕
㠱	〔己其jq〕
㠲	〔巾匕jb〕
㠳	〔巾入jr〕
㠴	〔巾刃jr〕
㠵	〔巾亡jw〕
㠶	〔.jf〕
㠷	〔巾及jj〕
㠸	〔巾夫jf〕
㠹	〔巾介jj〕
㠺	〔巾少ju〕
㠻	〔巾耂jl〕
㠼	〔巾斤jj〕
㠽	〔巾冬jd〕
㠾	〔.jy〕
㠿	〔巾此jc〕
㡀	〔.dd〕
㡁	〔巾夸jk〕
㡂	〔巾列jl〕
㡃	〔巾儿je〕
㡄	〔巾旬jx〕
㡅	〔巾多jd〕
㡆	〔.ji〕
㡇	〔.jv〕
㡈	〔巾免jm〕
㡉	〔巾弦jx〕
㡊	〔.jd〕
㡋	〔巾奄jy〕
㡌	〔巾月jo〕
㡍	〔白巾bj〕
㡎	〔巾参jc〕
㡏	〔巾俞jy〕
㡐	〔巾前jq〕
㡑	〔巾秋jq〕
㡒	〔巾盾jd〕
㡓	〔巾軍jj〕
㡔	〔巾攵jw〕
㡕	〔巾英jy〕
㡖	〔巾重jv〕
㡗	〔巾虒js〕
㡘	〔巾兼jj〕
㡙	〔.jp〕
㡚	〔.jg〕
㡛	〔巾荒jh〕
㡜	〔巾祭jj〕
㡝	〔巾逢jf〕
㡞	〔巾婁jl〕
㡟	〔巾曹jc〕
㡠	〔巾登jd〕
㡡	〔巾厨ji〕
㡢	〔巾方jf〕
㡣	〔.da〕
㡤	〔巾業jy〕
㡥	〔.jy〕
㡦	〔巾賓jb〕
㡧	〔.jv〕
㡨	〔.jq〕
㡩	〔.jl〕
㡪	〔巾夂jw〕
㡫	〔幺曷yh〕
㡬	〔.yg〕
㡭	〔.ya〕
㡮	〔幾气jq〕
㡯	〔.yv〕
㡰	〔.yy〕
㡱	〔.yj〕
㡲	〔.yg〕
㡳	〔.yu〕
㡴	〔.yl〕
㡵	〔.yl〕
㡶	〔.yv〕
㡷	〔.yb〕
㡸	〔.yv〕
㡹	〔.yq〕
㡺	〔.yd〕
㡻	〔.ym〕
㡼	〔.yy〕
㡽	〔.yy〕
㡾	〔.yg〕
㡿	〔.yn〕
㢀	〔.yc〕
㢁	〔.yd〕
㢂	〔.yd〕
㢃	〔.yl〕
㢄	〔.yd〕
㢅	〔.yn〕
㢆	〔.yl〕
㢇	〔广言gy〕
㢈	〔.yv〕
㢉	〔.yi〕
㢊	〔.yq〕
㢋	〔.yi〕
㢌	〔广阿ga〕
㢍	〔.yy〕
㢎	〔.yi〕
㢏	〔.yy〕
㢐	〔.gk〕
㢑	〔.ys〕
㢒	〔.yc〕
㢓	〔.yv〕
㢔	〔.yc〕
㢕	〔广隹gv〕
㢖	〔.yf〕
㢗	〔.yq〕
㢘	〔广灬gh〕
㢙	〔.yq〕
㢚	〔.yl〕
㢛	〔.yj〕
㢜	〔.ys〕
㢝	〔.ys〕
㢞	〔.yy〕
㢟	〔廴止zv〕
㢠	〔.zh〕
㢡	〔廾將cj〕
㢢	〔廾敞ci〕
㢣	〔廾敬cj〕
㢤	〔.gw〕
㢥	〔.yt〕
㢦	〔哥弋gy〕
㢧	〔弓一ga〕
㢨	〔弓干gg〕
㢩	〔弓勺gu〕
㢪	〔弓亏gk〕
㢫	〔弓山gu〕
㢬	〔.gg〕
㢭	〔弓攴gp〕
㢮	〔.gt〕
㢯	〔弓民gm〕
㢰	〔弓皮gp〕
㢲	〔弓八gb〕
㢳	〔弓丿gp〕
㢴	〔弓丶gd〕
㢵	〔弓合gh〕
㢶	〔弓百gb〕
㢷	〔弓岁gs〕
㢸	〔弓攵gw〕
㢹	〔弓辛gx〕
㢺	〔弓妾gq〕
㢻	〔弓委gw〕
㢼	〔.gb〕
㢽	〔弓弭gm〕
㢾	〔.gy〕
㢿	〔弓侯gh〕
㣀	〔弓真gv〕
㣁	〔弓用gy〕
㣂	〔弓鬲gg〕
㣃	〔.gg〕
㣄	〔弓渠gq〕
㣅	〔.gc〕
㣆	〔弓王gw〕
㣇	〔彑巾jj〕〔.jx〕
㣈	〔.yy〕
㣉	〔彡工pg〕
㣊	〔攵彡wp〕
㣋	〔彡丶pd〕
㣌	〔彡占pv〕
㣍	〔彡台pt〕
㣎	〔.pb〕
㣏	〔.pd〕
㣐	〔彡泉pq〕
㣑	〔彡庸py〕
㣒	〔彡曾pc〕
㣓	〔彡粲pc〕
㣔	〔彳丁xd〕
㣕	〔彳大xd〕
㣖	〔彳太xt〕
㣗	〔彳户xh〕
㣘	〔彳句xj〕
㣙	〔彳由xy〕
㣚	〔彳同xt〕
㣛	〔彳合xh〕
㣜	〔彳刑xx〕
㣝	〔彳戎xr〕
㣞	〔.xd〕
㣟	〔彳吉xj〕
㣠	〔彳冬xd〕
㣡	〔彳仲xv〕
㣢	〔彳弟xd〕
㣣	〔.xu〕
㣤	〔彳戔xj〕
㣥	〔彳侍xu〕
㣦	〔彳委xw〕
㣧	〔彳乚xg〕
㣨	〔彳姑xg〕
㣩	〔彳林xl〕
㣪	〔彳爰xy〕
㣫	〔彳重xv〕
㣬	〔.xj〕
㣭	〔.xz〕
㣮	〔彳南xn〕
㣯	〔彳屑xx〕
㣰	〔彳悉xx〕
㣱	〔彳責xz〕
㣲	〔彳攵xw〕
㣳	〔彳無xw〕
㣴	〔彳黄xh〕
㣵	〔彳達xd〕
㣶	〔彳亶xd〕
㣷	〔彳寧xn〕
㣸	〔.ru〕
㣹	〔.ry〕
㣺	〔忄丶xd〕
㣻	〔.xa〕
㣼	〔心刃xr〕
㣽	〔心女xn〕
㣾	〔心叉xi〕
㣿	〔心勺xu〕
㤀	〔.xa〕
㤁	〔心天xt〕
㤂	〔心及xj〕
㤃	〔忄方xf〕
㤄	〔.xu〕
㤅	〔.xj〕
㤆	〔心反xf〕
㤇	〔心夭xy〕
㤈	〔忄心xx〕
㤉	〔忄牙xy〕
㤊	〔.xx〕
㤋	〔忄分xf〕
㤌	〔心甘xg〕
㤍	〔心巧xq〕
㤎	〔心加xj〕
㤏	〔心冬xd〕
㤐	〔心占xv〕
㤑	〔心右xy〕
㤒	〔.xb〕
㤓	〔忄本xb〕
㤔	〔忄付xf〕
㤕	〔心出xi〕
㤖	〔.xv〕
㤗	〔.xf〕
㤘	〔心刍xi〕
㤙	〔.xk〕
㤚	〔忄行xx〕
㤛	〔心任xr〕
㤜	〔心戍xu〕
㤝	〔忄充xi〕
㤞	〔忄宅xv〕
㤟	〔心曲xq〕
㤠	〔心列xl〕
㤡	〔心列xl〕
㤢	〔心有xy〕
㤣	〔心并xb〕
㤤	〔忄臾xy〕
㤥	〔忄亥xh〕
㤦	〔忄吏xl〕
㤧	〔心后xh〕
㤨	〔忄共xg〕
㤩	〔心各xg〕
㤪	〔一怨ay〕〔.xd〕
㤫	〔心有xy〕
㤬	〔心圭xg〕
㤭	〔忄乔xq〕
㤮	〔心狂xk〕
㤯	〔忄冏xj〕
㤰	〔心作xz〕
㤱	〔心豆xd〕
㤲	〔心夾xj〕
㤳	〔忄否xf〕
㤴	〔.xv〕
㤵	〔心孜xz〕
㤶	〔忄尨xm〕
㤷	〔心含xh〕
㤸	〔心赤xi〕
㤹	〔忄求xq〕
㤺	〔.xh〕
㤻	〔心卵xl〕
㤼	〔忄劫xj〕
㤽	〔心寿xu〕
㤾	〔忄木xm〕
㤿	〔心奄xy〕
㥀	〔忄直xv〕
㥁	〔.xy〕
㥂	〔.xd〕
㥃	〔忄門xm〕
㥄	〔.xl〕
㥅	〔心受xu〕
㥆	〔.xd〕
㥇	〔心戔xj〕
㥈	〔心帖xt〕
㥉	〔.xp〕
㥊	〔忄朋xp〕
㥋	〔心依xy〕
㥌	〔.xj〕
㥍	〔忄其xq〕
㥎	〔.xl〕
㥏	〔心典xd〕
㥐	〔心命xm〕
㥑	〔.xb〕
㥒	〔忄采xc〕
㥓	〔忄奇xq〕
㥔	〔心育xy〕
㥕	〔心炎xy〕
㥖	〔.dc〕
㥗	〔.xw〕
㥘	〔心刃xr〕
㥙	〔忄忠xv〕
㥚	〔忄臾xy〕
㥛	〔心亟xj〕
㥜	〔忄胃xw〕
㥝	〔心弭xm〕
㥞	〔.xs〕
㥟	〔.xh〕
㥠	〔忄胥xx〕
㥡	〔忄木xm〕
㥢	〔心酋xq〕
㥣	〔.xk〕
㥤	〔心矜xj〕
㥥	〔.xo〕
㥦	〔.xq〕
㥧	〔心頁xy〕
㥨	〔心娃xw〕
㥩	〔.xd〕〔心者xv〕
㥪	〔心娄xl〕
㥫	〔忄日xo〕
㥬	〔忄旁xp〕
㥭	〔忄泰xt〕
㥮	〔忄芻xi〕
㥯	〔爫心vx〕〔心𫜹xx〕
㥰	〔心叟xs〕
㥱	〔心匪xf〕
㥲	〔心真xv〕
㥳	〔忄原xy〕
㥴	〔心虒xs〕
㥵	〔.xh〕
㥶	〔.xs〕
㥷	〔.yq〕
㥸	〔民思ms〕
㥹	〔心粉xf〕
㥺	〔.xg〕
㥻	〔.xg〕
㥼	〔忄焉xy〕
㥽	〔心責xz〕
㥾	〔忄匿xn〕
㥿	〔心敖xa〕
㦀	〔心逢xf〕
㦁	〔心連xl〕
㦂	〔心常xi〕
㦃	〔.xi〕
㦄	〔心麻xm〕
㦅	〔心帶xd〕
㦆	〔忄乎xh〕
㦇	〔忄鹿xl〕
㦈	〔忄盖xg〕
㦉	〔心壹xy〕
㦊	〔忄華xh〕
㦋	〔心奢xu〕
㦌	〔心毳xc〕
㦍	〔.xe〕
㦎	〔忄畫xh〕
㦏	〔.xs〕
㦐	〔忄貳xe〕
㦑	〔心敢xg〕
㦒	〔心詈xl〕
㦓	〔忄然xr〕
㦔	〔.xy〕
㦕	〔心隆xl〕
㦖	〔心悶xm〕
㦗	〔心禁xj〕
㦘	〔心敫xj〕
㦚	〔心辛xx〕
㦛	〔心與xy〕
㦜	〔.xh〕〔.xv〕
㦝	〔心貌xm〕
㦞	〔心壽xu〕
㦟	〔心里xl〕
㦠	〔心對xd〕
㦡	〔心樂xl〕
㦢	〔心節xj〕
㦣	〔心衛xw〕
㦤	〔壹心yx〕〔心欠xq〕
㦥	〔心憲xx〕
㦦	〔.xd〕
㦧	〔.xt〕
㦨	〔心闌xl〕
㦩	〔忄隱xy〕
㦪	〔心燮xx〕
㦫	〔心贊xz〕
㦬	〔忄羅xl〕
㦭	〔心靈xl〕
㦮	〔.ja〕
㦯	〔戈一ga〕
㦰	〔戈从gc〕
㦱	〔戈土gt〕
㦲	〔.gw〕
㦳	〔.tg〕
㦴	〔戈各gg〕
㦵	〔戈朱gv〕
㦶	〔戈至gv〕
㦷	〔戈甬gy〕
㦸	〔戈卓gv〕
㦹	〔.gy〕
㦺	〔.gi〕〔戈辱gr〕
㦻	〔戈習gx〕
㦼	〔戈舂gi〕
㦽	〔.yh〕
㦾	〔户也hy〕
㦿	〔户木hm〕
㧀	〔户及hj〕
㧁	〔户去hq〕
㧂	〔户田ht〕
㧃	〔扌丩fj〕
㧄	〔扌凵fk〕
㧅	〔扌刀fd〕
㧆	〔扌巾fj〕
㧇	〔.fm〕
㧈	〔扌弓fg〕
㧉	〔扌气fq〕
㧊	〔.fu〕
㧋	〔扌犬fq〕
㧌	〔扌毛fm〕
㧍	〔扌方ff〕
㧎	〔扌牙fy〕
㧏	〔扌冈fg〕
㧐	〔扌双fu〕
㧑	〔扌为fw〕
㧒	〔扌穴fx〕
㧓	〔扌瓜fg〕
㧔	〔扌戊fw〕
㧕	〔扌卯fm〕
㧖	〔扌乙fy〕
㧗	〔扌此fc〕
㧘	〔手此uc〕
㧙	〔扌必fb〕
㧚	〔扌瓦fw〕
㧛	〔.uv〕
㧜	〔扌匝fz〕
㧝	〔手加uj〕
㧞	〔扌友fy〕
㧟	〔扌汇fh〕
㧠	〔扌小fx〕
㧡	〔扌亥fh〕
㧢	〔扌因fy〕
㧣	〔扌朱fv〕
㧤	〔扌充fi〕
㧥	〔扌先fx〕
㧦	〔扌旬fx〕
㧧	〔.fi〕
㧨	〔扌后fh〕
㧩	〔扌巾fj〕
㧪	〔扌危fw〕
㧫	〔扌而fe〕
㧬	〔手巩ug〕
㧭	〔手邛uq〕
㧮	〔扌臼fj〕
㧯	〔扌老fl〕
㧰	〔扌乐fl〕
㧱	〔手合uh〕
㧲	〔扌宋fs〕
㧳	〔手扮ub〕
㧴	〔扌我fw〕
㧵	〔扌否ff〕
㧶	〔扌身fu〕
㧷	〔扌吞ft〕
㧸	〔扌亨fh〕
㧹	〔.fd〕
㧺	〔扌沓fd〕
㧻	〔.fi〕
㧼	〔扌表fb〕
㧽	〔扌固fg〕
㧾	〔扌忽fh〕
㧿	〔.fv〕
㨀	〔扌秉fb〕
㨁	〔扌直fv〕
㨂	〔扌東fd〕
㨃	〔扌享fx〕
㨄	〔扌周fv〕
㨅	〔扌芮fr〕
㨆	〔扌林fl〕
㨇	〔手波ub〕
㨈	〔.fq〕
㨉	〔.fh〕
㨊	〔.fr〕
㨋	〔扌者fv〕
㨌	〔手殳uu〕
㨍	〔手封uf〕
㨎	〔.fr〕
㨏	〔扌炭ft〕
㨐	〔扌保fb〕
㨑	〔.fz〕
㨒	〔扌奎fk〕
㨓	〔.fh〕
㨔	〔扌咸fx〕
㨕	〔扌盈fy〕
㨖	〔扌致fv〕
㨗	〔.fj〕
㨘	〔扌省fu〕
㨙	〔扌奚fx〕
㨚	〔扌荀fx〕
㨛	〔扌閃fu〕
㨜	〔扌虔fq〕
㨝	〔扌屑fx〕
㨞	〔扌素fs〕
㨟	〔扌豈fq〕
㨠	〔扌冥fm〕
㨡	〔.fh〕
㨢	〔扌能fn〕
㨣	〔扌翁fw〕
㨤	〔扌隹fv〕
㨥	〔扌納fn〕
㨦	〔.fv〕
㨧	〔扌畚fb〕
㨨	〔扌留fl〕
㨩	〔扌庭ft〕
㨪	〔扌晃fh〕
㨫	〔扌监fj〕
㨬	〔扌袁fy〕
㨭	〔扌扈fh〕
㨮	〔扌兜fd〕
㨯	〔扌郭fg〕
㨰	〔扌衮fg〕
㨱	〔扌言fy〕
㨲	〔扌宋fs〕
㨳	〔扌寄fj〕
㨴	〔扌乾fq〕
㨵	〔扌剪fj〕
㨶	〔扌鳥fn〕
㨷	〔扌堇fj〕
㨸	〔扌密fm〕
㨹	〔扌彗fh〕
㨺	〔.fm〕
㨻	〔手斬uv〕
㨼	〔手略ul〕
㨽	〔扌副ff〕
㨾	〔扌羕fy〕
㨿	〔扌處fi〕
㩀	〔.fi〕
㩁	〔.fq〕
㩂	〔.fd〕
㩃	〔扌寒fh〕
㩄	〔扌崽fz〕
㩅	〔扌田ft〕
㩆	〔扌就fj〕
㩇	〔扌畫fh〕
㩈	〔扌窘fj〕
㩉	〔.fh〕
㩊	〔.fu〕
㩋	〔扌肅fs〕
㩌	〔扌費ff〕
㩍	〔扌策fc〕
㩎	〔.fy〕
㩏	〔扌黑fh〕
㩐	〔扌等fd〕
㩑	〔扌非ff〕
㩒	〔扌禁fj〕
㩓	〔毁手hu〕
㩔	〔扌殿fd〕
㩕	〔扌零fl〕
㩖	〔.fj〕
㩗	〔.fx〕
㩘	〔扌義fy〕
㩙	〔扌塞fs〕
㩚	〔扌蒙fm〕
㩛	〔扌團ft〕
㩜	〔扌監fj〕
㩝	〔扌豪fh〕
㩞	〔扌榮fr〕
㩟	〔扌寨fv〕
㩠	〔.fb〕
㩡	〔扌磊fl〕
㩢	〔扌蔑fm〕
㩣	〔.fj〕
㩤	〔扌敷ff〕
㩥	〔.fg〕
㩦	〔扌冏fj〕
㩧	〔扌暴fb〕
㩨	〔扌慧fh〕
㩩	〔扌潁fy〕
㩪	〔.fx〕
㩫	〔扌質fv〕
㩬	〔.fx〕
㩭	〔扌學fx〕
㩮	〔.fj〕
㩯	〔扌繁ff〕
㩰	〔扌木fm〕
㩱	〔扌爵fj〕
㩲	〔.fg〕
㩳	〔扌雙fu〕
㩴	〔扌瞿fq〕
㩵	〔扌獻fx〕
㩶	〔.fm〕
㩷	〔.fj〕
㩸	〔扌彑fj〕
㩹	〔扌疊fd〕
㩺	〔比支bv〕
㩻	〔支危vw〕
㩼	〔支多vd〕
㩽	〔支束vu〕
㩾	〔支垂vi〕
㩿	〔.wq〕
㪀	〔.wy〕
㪁	〔.wj〕
㪂	〔.wq〕
㪃	〔.wk〕
㪄	〔.wf〕
㪅	〔攴丙pb〕〔丙攴bp〕
㪆	〔.wd〕
㪇	〔.wx〕
㪈	〔.wg〕
㪉	〔.wh〕
㪊	〔.wj〕
㪋	〔.wh〕
㪌	〔.wy〕
㪍	〔.wb〕
㪎	〔.wj〕
㪏	〔.wb〕
㪐	〔.wl〕
㪑	〔.wy〕
㪒	〔.we〕
㪓	〔.wg〕
㪔	〔.wl〕
㪕	〔.wv〕
㪖	〔.wl〕
㪗	〔.wp〕
㪘	〔人攵rw〕
㪙	〔.wg〕
㪚	〔.wx〕
㪛	〔.wu〕
㪜	〔.wd〕
㪝	〔.wj〕
㪞	〔.wm〕
㪟	〔.wo〕
㪠	〔.wj〕
㪡	〔.wh〕
㪢	〔.ws〕
㪣	〔.wg〕
㪤	〔.wb〕
㪥	〔.wc〕
㪦	〔.wy〕
㪧	〔.wh〕
㪨	〔.wu〕
㪩	〔.ws〕
㪪	〔.wz〕
㪫	〔.wr〕
㪬	〔.wv〕
㪭	〔.wl〕
㪮	〔.wl〕
㪯	〔文二we〕
㪰	〔文米wm〕
㪱	〔文奂wh〕
㪴	〔斗元dy〕
㪵	〔斗半db〕
㪶	〔斗百db〕
㪷	〔斗豆dd〕
㪸	〔斗其dq〕
㪹	〔斗婁dl〕
㪺	〔.dj〕
㪻	〔.dl〕
㪼	〔斤可jk〕
㪽	〔一昕ax〕
㪾	〔斤各jg〕
㪿	〔屮斤cj〕〔斤屮jc〕
㫀	〔斤昌ji〕
㫁	〔.jy〕
㫂	〔斤庶ju〕
㫃	〔方人fr〕
㫄	〔.fe〕〔.fw〕
㫅	〔方亓fq〕
㫉	〔方危fw〕
㫊	〔方可fk〕
㫋	〔方冉fr〕
㫌	〔方正fv〕
㫍	〔方攸fy〕
㫎	〔方軍fj〕
㫏	〔方要fy〕
㫐	〔日匕ob〕
㫑	〔日力ol〕
㫒	〔日廾oc〕
㫓	〔日乞oq〕
㫔	〔日上ou〕
㫕	〔日兀ow〕
㫖	〔日上ou〕
㫗	〔日子oz〕
㫘	〔日不ob〕
㫙	〔日夫of〕
㫚	〔.ow〕〔勿曰wo〕
㫛	〔日兄ox〕
㫜	〔日旦od〕
㫝	〔日氐od〕
㫞	〔.ot〕
㫟	〔日口ok〕
㫠	〔日半ob〕
㫡	〔日冬od〕
㫢	〔日去oq〕
㫣	〔日电od〕
㫤	〔.ou〕〔日永oy〕
㫥	〔日名om〕
㫦	〔.ro〕
㫧	〔日米om〕
㫨	〔日安oa〕
㫩	〔.oh〕
㫪	〔.fj〕
㫫	〔日亚oy〕
㫬	〔日旬ox〕
㫭	〔日寺os〕
㫮	〔日此oc〕
㫯	〔.iw〕
㫰	〔日良ol〕
㫱	〔日赤oi〕
㫲	〔日孛ob〕
㫳	〔日辰oi〕
㫴	〔日孝ox〕
㫵	〔日非of〕
㫶	〔日帚ov〕
㫷	〔日其oq〕
㫸	〔.oj〕
㫹	〔日所os〕
㫺	〔日人or〕
㫻	〔日侖ol〕
㫼	〔日制ov〕
㫽	〔日录ol〕
㫾	〔日尚ou〕
㫿	〔日隹ov〕
㬁	〔日洽oq〕
㬂	〔.oo〕
㬃	〔.od〕
㬄	〔日赤oi〕
㬅	〔日方of〕
㬆	〔.oh〕
㬇	〔日奂oh〕
㬈	〔.ow〕
㬉	〔.or〕
㬊	〔日爰oy〕
㬋	〔日侯oh〕
㬌	〔.oj〕
㬍	〔.of〕
㬎	〔日灬oh〕
㬏	〔日鬲og〕
㬐	〔日晋oj〕
㬑	〔日郭og〕
㬒	〔日莽om〕
㬓	〔日票op〕
㬔	〔.ol〕
㬕	〔日祥ox〕
㬖	〔日啓oq〕
㬗	〔日然or〕
㬘	〔日肅os〕
㬙	〔日爲ow〕
㬚	〔日攵ow〕
㬛	〔.oh〕
㬜	〔日至ov〕
㬝	〔日曾oc〕
㬞	〔日曷oh〕
㬟	〔勿曾wc〕
㬠	〔日煞ou〕
㬡	〔日零ol〕
㬢	〔日義oy〕
㬣	〔日對od〕
㬤	〔日㬎ox〕
㬥	〔日米om〕
㬦	〔.oh〕〔.ov〕
㬧	〔日糸os〕
㬨	〔日赫oh〕
㬩	〔日慧oh〕
㬪	〔.oa〕
㬫	〔日燕oy〕
㬬	〔日瞿oq〕
㬭	〔.oc〕〔日爵oj〕
㬮	〔日難on〕
㬯	〔日羸ol〕
㬰	〔日人or〕
㬱	〔.ou〕
㬲	〔更益gy〕
㬳	〔月午ow〕
㬴	〔月共og〕
㬵	〔月交oj〕
㬶	〔月告og〕
㬷	〔月困ok〕
㬸	〔月花oh〕
㬹	〔月争ov〕
㬻	〔月荒oh〕
㬼	〔有复yf〕
㬽	〔.ok〕
㬾	〔月殳ou〕
㬿	〔月敦od〕
㭀	〔.ow〕
㭁	〔木乃mn〕
㭂	〔木小mx〕
㭃	〔木幺my〕
㭄	〔.mx〕
㭅	〔木三ms〕
㭇	〔木允my〕
㭈	〔木夬mg〕
㭉	〔木艹mc〕
㭊	〔木片mp〕
㭋	〔木丰mf〕
㭌	〔木牛mn〕
㭍	〔木七mq〕
㭎	〔木冈mg〕
㭏	〔木韦mw〕
㭑	〔木未mw〕
㭒	〔.mv〕
㭓	〔木弁mb〕
㭔	〔木乎mh〕
㭕	〔木去mq〕
㭖	〔木代md〕
㭗	〔木皿mm〕
㭘	〔木合mh〕
㭙	〔木寺ms〕
㭚	〔木丿mp〕
㭛	〔木丿mp〕
㭜	〔木戎mr〕
㭝	〔林九lj〕
㭞	〔木劣ml〕
㭟	〔木共mg〕
㭠	〔木先mx〕
㭡	〔木囟mx〕
㭢	〔木刑mx〕
㭣	〔木问mw〕
㭤	〔木鸟mn〕
㭥	〔木负mf〕
㭦	〔木宅mv〕
㭧	〔木舟mv〕
㭨	〔木邪mx〕
㭩	〔.ml〕
㭪	〔木甫mf〕
㭫	〔木坐mz〕
㭬	〔木豕mu〕
㭭	〔木别mb〕
㭮	〔.my〕
㭯	〔.mv〕
㭰	〔.cc〕
㭱	〔木匣mx〕
㭲	〔木谷mg〕〔.mk〕
㭳	〔木孝mx〕
㭴	〔木坚mj〕
㭶	〔木芳mf〕
㭸	〔.md〕〔木兔mt〕
㭹	〔木弦mx〕
㭺	〔木奄my〕
㭻	〔木尚mu〕
㭼	〔.mt〕
㭽	〔木底md〕
㭾	〔木屈mq〕
㭿	〔木昂ma〕
㮀	〔木函mh〕
㮁	〔木肴my〕
㮂	〔具木jm〕〔木具mj〕
㮃	〔木委mw〕
㮄	〔.mp〕
㮅	〔木隹mv〕
㮆	〔木羊my〕
㮇	〔木忝mt〕
㮈	〔木奈mn〕
㮉	〔木侠mx〕
㮊	〔.mm〕
㮋	〔木郁my〕
㮌	〔木面mm〕
㮍	〔木前mq〕
㮎	〔木皿mm〕
㮏	〔木柰mn〕
㮐	〔木省mu〕
㮑	〔.mi〕
㮒	〔.my〕
㮓	〔木恆mh〕
㮔	〔木重mv〕
㮕	〔.mr〕
㮖	〔木革mg〕
㮗	〔木矜mj〕
㮘	〔木攵mw〕
㮙	〔.me〕
㮚	〔.mt〕
㮛	〔木是mu〕
㮜	〔.mc〕
㮝	〔.mq〕
㮞	〔木咨mz〕
㮟	〔木柘mv〕
㮠	〔木荣mr〕
㮡	〔木炬mj〕
㮢	〔木侯mh〕
㮣	〔木既mj〕
㮤	〔木容mr〕
㮥	〔木畚mb〕
㮦	〔木索ms〕
㮧	〔木烏mw〕
㮨	〔.mc〕
㮩	〔木息mx〕
㮪	〔.mq〕
㮫	〔木害mh〕
㮬	〔木翁mw〕
㮭	〔.mh〕
㮮	〔木挈mq〕
㮯	〔.mh〕
㮰	〔.mp〕
㮱	〔木先mx〕
㮲	〔木芻mi〕
㮳	〔木朕mv〕
㮴	〔木叟ms〕
㮵	〔.md〕
㮶	〔木朔mu〕
㮷	〔木旨mv〕
㮸	〔木送ms〕
㮹	〔木致mv〕
㮺	〔.bl〕
㮻	〔木蚤mz〕
㮼	〔木扇mu〕
㮽	〔木般mb〕
㮾	〔木朗ml〕
㮿	〔木畢mb〕
㯀	〔木旋mx〕
㯁	〔木陪mp〕
㯂	〔木帶md〕
㯃	〔木氺mu〕
㯄	〔.lv〕
㯅	〔木庳mb〕
㯆	〔.mi〕
㯇	〔.mf〕
㯈	〔木速ms〕
㯉	〔木乎mh〕
㯊	〔木焉my〕
㯋	〔.ym〕
㯌	〔木逐mv〕
㯍	〔木將mj〕
㯎	〔木木mm〕
㯏	〔.mk〕
㯐	〔木隋ms〕
㯒	〔木覓mm〕
㯓	〔.mh〕
㯔	〔木毳mc〕
㯕	〔木斯ms〕
㯖	〔木心mx〕
㯗	〔.mx〕
㯘	〔木款mk〕
㯙	〔木攵mw〕
㯚	〔木答md〕
㯛	〔木壺mh〕
㯜	〔木萃mc〕
㯝	〔木路ml〕
㯞	〔木絹mj〕
㯟	〔林录ll〕
㯠	〔木牽mq〕
㯡	〔.qb〕
㯢	〔.ms〕
㯣	〔木棻mf〕
㯤	〔來來ll〕
㯥	〔東東dd〕
㯦	〔.mj〕
㯧	〔木超mi〕
㯨	〔木粟ms〕
㯩	〔桑夷sy〕
㯪	〔木零ml〕
㯫	〔.mj〕
㯬	〔林建lj〕
㯭	〔木虜ml〕
㯮	〔木蜀mu〕
㯯	〔木貝mb〕〔.mg〕
㯰	〔木置mv〕
㯱	〔十木um〕〔木缶mf〕
㯲	〔木禁mj〕
㯳	〔木敬mj〕
㯴	〔木蓉mr〕
㯵	〔木董md〕
㯶	〔.mz〕
㯷	〔木僕mp〕
㯸	〔木盡mj〕
㯹	〔標寸bc〕
㯺	〔臣木im〕〔木罒ms〕
㯻	〔十木um〕〔木豕mu〕
㯼	〔木蓋mg〕
㯽	〔木賓mb〕
㯾	〔木遭mz〕
㯿	〔.ml〕
㰀	〔木黎ml〕
㰁	〔木磊ml〕
㰂	〔木審mu〕
㰃	〔木系mx〕
㰄	〔木賤mj〕
㰅	〔木適mu〕
㰆	〔.ma〕
㰇	〔.mg〕
㰈	〔林連ll〕
㰉	〔木臻mv〕
㰊	〔.mx〕
㰋	〔木頻mp〕
㰌	〔木霍mh〕
㰍	〔木龍ml〕
㰎	〔.ms〕
㰏	〔木篙mg〕
㰐	〔木隨ms〕
㰑	〔.mr〕
㰒	〔木學mx〕
㰓	〔.mx〕
㰔	〔木燮mx〕
㰕	〔木羲mx〕
㰖	〔.ml〕
㰗	〔木蹙mc〕
㰘	〔木彝my〕
㰙	〔木難mn〕
㰚	〔木離ml〕
㰛	〔木藥my〕
㰜	〔木顛md〕
㰝	〔欠巳qs〕
㰞	〔欠山qu〕
㰟	〔欠气qq〕
㰠	〔欠亢qk〕
㰡	〔欠介qj〕
㰢	〔.qj〕
㰣	〔欠此qc〕
㰤	〔欠可qk〕
㰥	〔欠世qu〕
㰦	〔去欠qq〕
㰧	〔欠台qt〕
㰨	〔欠只qv〕
㰩	〔欠虫qi〕
㰪	〔欠圭qg〕
㰫	〔欠先qx〕
㰬	〔欠旬qx〕
㰭	〔欠夸qk〕
㰮	〔欠辰qi〕
㰯	〔欠豆qd〕
㰰	〔欠夾qj〕
㰱	〔欠臼qj〕〔千欠qq〕
㰲	〔欠或qh〕
㰳	〔欠亞qy〕
㰴	〔.qp〕
㰵	〔欠卒qz〕
㰶	〔欠咎qj〕
㰷	〔欠死qs〕
㰸	〔.qj〕〔人欠rq〕
㰹	〔欠咸qx〕
㰺	〔欠叚qj〕
